test 	Be-10_(qtz) 	0.00904 	68.2 	12.8 	13.9 	0.00969 	73.2 	13.7 	14.8 	0.00859 	64.8 	12.1 	12.7
test 	Be-10_(qtz) 	0.00938 	70.8 	10.9 	12.3 	0.0101 	75.9 	11.7 	13 	0.0089 	67.2 	10.4 	11.1
test 	Be-10_(qtz) 	0.00937 	70.7 	12.1 	13.3 	0.01 	75.8 	12.9 	14.1 	0.00889 	67.1 	11.5 	12.1
test 	Be-10_(qtz) 	0.0095 	71.7 	12.6 	13.9 	0.0102 	76.8 	13.5 	14.7 	0.00901 	68 	12 	12.7
test 	Be-10_(qtz) 	0.00945 	71.4 	13.1 	14.3 	0.0101 	76.5 	14 	15.2 	0.00897 	67.7 	12.4 	13.1
test 	Be-10_(qtz) 	0.00946 	71.4 	12 	13.3 	0.0101 	76.5 	12.9 	14.1 	0.00897 	67.7 	11.4 	12.1
test 	Be-10_(qtz) 	0.00859 	64.9 	10.4 	11.7 	0.00925 	69.8 	11.2 	12.4 	0.00818 	61.7 	9.94 	10.6
test 	Be-10_(qtz) 	0.00865 	65.3 	9.16 	10.5 	0.00931 	70.3 	9.85 	11.2 	0.00823 	62.1 	8.72 	9.47
test 	Be-10_(qtz) 	0.00856 	64.6 	9.9 	11.2 	0.00922 	69.6 	10.7 	11.9 	0.00815 	61.5 	9.43 	10.1
test 	Be-10_(qtz) 	0.00863 	65.1 	10.6 	11.8 	0.00929 	70.1 	11.4 	12.5 	0.00821 	61.9 	10.1 	10.7
test 	Be-10_(qtz) 	0.00872 	65.8 	8.46 	9.95 	0.00938 	70.8 	9.09 	10.5 	0.0083 	62.6 	8.05 	8.87
